rank,candidate,nearest_approved_anchor,anchor_target_class,anchor_pathway,anchor_moa,anchor_drugs,anchor_specificity,anchor_specificity_note,nearest_anchor_any,nearest_anchor_status,resp_cos_to_anchor_any,resp_cos_to_approved,string_adjacent_to_anchor,string_score_to_approved_anchor,string_max_to_any_anchor,string_best_anchor,shared_cluster_with_anchor,cluster,n_approved_in_cluster,n_anchors_in_cluster,EN,halt_confidence,effect_size,n_de,oracle_rstar,argmin_depth,is_val,anchor_EN,dEN_to_anchor,act_consistent_with_anchor,user_pharos_tdl,tc_2level,pathway_primary,target_class,user_tractability_modality,user_nearest_string_neighbors,user_function,user_annotation_present,depmap_geneEffect_k562,depmap_essential_k562,depmap_depleting_k562,k562_essential_toxflag,gnomad_pli,gnomad_loeuf,lof_constraint_flag,lof_tolerant,ot_safety_liabilities,n_safety_events,low_ot_liability,fda_boxed_warning_flag,fda_boxed,safety_flag_v2,user_immune_disease_assoc,user_depmap_essentiality,safety_pass,z_resp,z_string,proximity_score,safety_bonus,act_bonus,composite_score,composite_score_v2,rationale
11,RFC2,POLE,,DNA Repair,DNA polymerase (alpha/delta/epsilon) inhibitor,CLOFARABINE; CYTARABINE; FLUDARABINE PHOSPHATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE,specific,,POLE,approved_target,0.7075,0.7075,True,0.759,0.858,PRIM1,True,7,8,13,4.48,0.1051,3.0193,188,5.5,6.0,0,4.782,0.302,True,Tbio,,DNA Repair,Unclassified protein,PROTAC_degrader; small_molecule,ATAD5(0.999); CHTF18(0.999); CHTF8(0.999); DSCC1(0.999); PCNA(0.999),"This gene encodes a member of the activator 1 small subunits family. The elongation of primed DNA templates by DNA polymerase delta and epsilon requires the action of the accessory proteins, proliferating cell nuclear antigen (PCNA) and replication factor C (RFC). Replication factor C, also called activator 1, is a protein complex consisting of five distinct subunits. This gene encodes the 40 kD subunit, which has been shown to be responsible for binding ATP and may help promote cell survival. Disruption of this gene is associated with Williams syndrome. Alternatively spliced transcript variants encoding distinct isoforms have been described. A pseudogene of this gene has been defined on chromosome 2. [provided by RefSeq, Jul 2013].",True,-1.6644,True,False,True,0.0008,1.394,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.7); rpe1-essential(DepMap -1.4),neurodegenerative disease(0.509); ovarian dysfunction(0.256); hypotensive disorder(0.234); systemic lupus erythematosus(0.106); hepatocellular carcinoma(0.087),see per-line columns,False,0.7286,0.7598,0.7786,0.6,1.0,0.745,0.745,"Undrugged (Pharos Tbio); response cosine 0.71; STRING-adjacent (score 0.76); same Leiden cluster (cl7, 8 approved targets) to approved target POLE | → HYPOTHESIS: same class as POLE (unclassified; drug: CLOFARABINE; CYTARABINE; FLUDARABINE PHO) | ⚠ K562-essential (DepMap geneEffect -1.66 < -1.0): likely toxic to inhibit in this line | immune/disease: neurodegenerative disease(0.509); ovarian dysfunction(0.256) | ACT E[N]=4.48 (|Δ|=0.30 vs anchor; ACT axis redundant to response+effect_size)"
12,TTI1,MTOR,Enzyme; Kinase,Autophagy,Serine/threonine-protein kinase mTOR inhibitor,PERHEXILINE; RIDAFOROLIMUS,specific,,TTK,clinical_target,0.4863,0.4581,True,0.999,0.999,MTOR,True,1,6,15,3.484,0.1596,3.4743,283,6.0,6.0,1,4.71,1.226,False,Tbio,,,Unclassified protein,PROTAC_degrader; small_molecule,MLST8(0.999); MTOR(0.999); PRR5(0.999); RICTOR(0.999); RPTOR(0.999),"Involved in regulation of TOR signaling. Located in cytoplasm. Part of TORC1 complex and TORC2 complex. [provided by Alliance of Genome Resources, Apr 2022]",True,-0.332,False,False,False,0.0,0.78,tolerant,True,NOT_FOUND,0,True,False,False,rpe1-essential(DepMap -1.1),neurodevelopmental disorder with microcephaly and movement abnormalities(0.617); Severe intellectual disability(0.407); Abnormal brain morphology(0.266); neurodegenerative disease(0.248); hereditary disease(0.194),see per-line columns,True,0.4627,1.0,0.7045,1.0,0.0,0.7432,0.7432,"Undrugged (Pharos Tbio); response cosine 0.46; STRING-adjacent (score 1.00); same Leiden cluster (cl1, 6 approved targets) to approved target MTOR | → HYPOTHESIS: same class as MTOR (Enzyme; Kinase; drug: PERHEXILINE; RIDAFOROLIMUS) | K562 DepMap geneEffect -0.33 (not strongly essential) | immune/disease: neurodevelopmental disorder with microcephaly and movement a | ACT E[N]=3.48 (|Δ|=1.23 vs anchor; ACT axis redundant to response+effect_size)"
13,COX7B,NDUFB4,,Metabolism,Mitochondrial complex I (NADH dehydrogenase) inhibitor,METFORMIN; METFORMIN HYDROCHLORIDE,specific,,NDUFB4,approved_target,0.3363,0.3363,True,0.927,0.967,NDUFB3,True,0,11,12,3.377,0.3379,1.8733,54,1.0,1.0,0,4.135,0.758,True,Tbio,,Cellular responses to stimuli,NOT_FOUND,PROTAC_degrader; antibody; small_molecule,COX7C(0.999); COX6C(0.999); COX5B(0.999); COX8A(0.997); COX4I1(0.997),"Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation.",True,-0.9468,False,True,False,0.6897,0.7938,tolerant,True,NOT_FOUND,0,True,False,False,no strong safety flag,multiple sclerosis(0.359); autoimmune disorder of central nervous system(0.249),common_essential; mean_geneEffect=-0.646,True,0.3328,0.9279,0.6114,1.0,1.0,0.728,0.728,"Undrugged (Pharos Tbio); response cosine 0.34; STRING-adjacent (score 0.93); same Leiden cluster (cl0, 11 approved targets) to approved target NDUFB4 | → HYPOTHESIS: same class as NDUFB4 (unclassified; drug: METFORMIN; METFORMIN HYDROCHLORIDE) | K562 DepMap geneEffect -0.95 (not strongly essential) | immune/disease: multiple sclerosis(0.359); autoimmune disorder of central ne | ACT E[N]=3.38 (|Δ|=0.76 vs anchor; ACT axis redundant to response+effect_size)"
14,GINS2,POLE,,DNA Repair,DNA polymerase (alpha/delta/epsilon) inhibitor,CLOFARABINE; CYTARABINE; FLUDARABINE PHOSPHATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE,specific,,POLE,approved_target,0.6703,0.6703,True,0.952,0.952,POLE,True,7,8,13,2.746,0.4535,3.7341,312,2.0,5.75,0,4.782,2.036,False,Tbio,,DNA Replication,NOT_FOUND,PROTAC_degrader; small_molecule,MCM5(0.999); MCM4(0.999); GINS4(0.999); CDC45(0.999); GINS3(0.999),"Required for correct functioning of the GINS complex, a complex that plays an essential role in the initiation of DNA replication, and progression of DNA replication forks .",True,-2.2913,True,False,True,0.0001,1.755,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -2.3); rpe1-essential(DepMap -2.5),NOT_FOUND,common_essential; mean_geneEffect=-2.536,False,0.6889,0.953,0.8148,0.6,0.0,0.7203,0.7203,"Undrugged (Pharos Tbio); response cosine 0.67; STRING-adjacent (score 0.95); same Leiden cluster (cl7, 8 approved targets) to approved target POLE | → HYPOTHESIS: same class as POLE (unclassified; drug: CLOFARABINE; CYTARABINE; FLUDARABINE PHO) | ⚠ K562-essential (DepMap geneEffect -2.29 < -1.0): likely toxic to inhibit in this line | ACT E[N]=2.75 (|Δ|=2.04 vs anchor; ACT axis redundant to response+effect_size)"
15,LTV1,RPS12,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS12,approved_target,0.9466,0.9466,True,0.996,0.996,RPS12,True,5,12,12,3.721,0.3582,4.607,389,6.5,6.5,1,2.086,1.635,False,Tbio,,Metabolism of RNA,NOT_FOUND,PROTAC_degrader; small_molecule,BYSL(0.999); NOB1(0.999); RIOK1(0.999); RIOK2(0.999); RPS2(0.999),"Predicted to be involved in ribosomal small subunit biogenesis and ribosomal small subunit export from nucleus. Located in cytosol and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]",True,-0.8627,False,True,False,0.0001,0.746,tolerant,True,NOT_FOUND,0,True,False,False,rpe1-essential(DepMap -1.1),neurodegenerative disease(0.507); Parkinson disease(0.463); lysosomal storage disease(0.462); multiple sclerosis(0.462); Alzheimer disease(0.462),see per-line columns,True,0.9834,0.997,0.9899,1.0,0.0,0.943,0.7166,"Undrugged (Pharos Tbio); response cosine 0.95; STRING-adjacent (score 1.00); same Leiden cluster (cl5, 12 approved targets) to approved target RPS12 | → HYPOTHESIS: same class as RPS12 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | K562 DepMap geneEffect -0.86 (not strongly essential) | immune/disease: neurodegenerative disease(0.507); Parkinson disease(0.463);  | ACT E[N]=3.72 (|Δ|=1.64 vs anchor; ACT axis redundant to response+effect_size)"
16,MIOS,MTOR,Enzyme; Kinase,Autophagy,Serine/threonine-protein kinase mTOR inhibitor,PERHEXILINE; RIDAFOROLIMUS,specific,,MTOR,approved_target,0.4708,0.4708,True,0.604,0.604,MTOR,True,1,6,15,5.563,0.2174,1.9032,67,6.0,6.0,0,4.71,0.853,True,Tdark,,Cellular responses to stimuli,NOT_FOUND,PROTAC_degrader,WDR59(0.999); NPRL3(0.999); SEC13(0.999); WDR24(0.999); NPRL2(0.999),"As a component of the GATOR2 complex, functions as an activator of the amino acid-sensing branch of the mTORC1 signaling pathway .",True,0.1213,False,False,False,0.0,0.631,tolerant,True,NOT_FOUND,0,True,False,False,no strong safety flag,mixed connective tissue disease(0.258),not_common_essential; mean_geneEffect=-0.508,True,0.4763,0.6046,0.5933,1.0,1.0,0.7153,0.7153,"Undrugged (Pharos Tdark); response cosine 0.47; STRING-adjacent (score 0.60); same Leiden cluster (cl1, 6 approved targets) to approved target MTOR | → HYPOTHESIS: same class as MTOR (Enzyme; Kinase; drug: PERHEXILINE; RIDAFOROLIMUS) | K562 DepMap geneEffect 0.12 (not strongly essential) | immune/disease: mixed connective tissue disease(0.258) | ACT E[N]=5.56 (|Δ|=0.85 vs anchor; ACT axis redundant to response+effect_size)"
17,RFC5,POLD1,Enzyme; Transferase,DNA Repair,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,CLOFARABINE; CYTARABINE; FLUDARABINE PHOSPHATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE,specific,,POLD1,approved_target,0.5984,0.5984,True,0.828,0.866,PRIM1,True,7,8,13,4.659,0.1038,2.2042,101,6.0,6.25,0,5.041,0.382,True,Tbio,,DNA Repair,Unclassified protein,PROTAC_degrader; small_molecule,CHTF18(0.999); CHTF8(0.999); DSCC1(0.999); PCNA(0.999); RAD17(0.999),"This gene encodes the smallest subunit of the replication factor C complex, which consists of five distinct subunits (140, 40, 38, 37, and 36 kDa) and is required for DNA replication. This subunit interacts with the C-terminal region of proliferating cell nuclear antigen and is required to open and load proliferating cell nuclear antigen onto DNA during S phase. It is a member of the AAA+ (ATPases associated with various cellular activities) ATPase family and forms a core complex with the 38 and 40 kDa subunits that possesses DNA-dependent ATPase activity. A related pseudogene has been identified on chromosome 9. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2016].",True,-1.4566,True,False,True,0.2585,0.761,tolerant,True,NOT_FOUND,0,True,False,False,k562-essential(DepMap -1.5); rpe1-essential(DepMap -1.2),prostate carcinoma(0.307); poisoning(0.244); neurodegenerative disease(0.154); Romano-Ward syndrome(0.085); familial long QT syndrome(0.083),see per-line columns,False,0.6123,0.8288,0.7354,0.6,1.0,0.7148,0.7148,"Undrugged (Pharos Tbio); response cosine 0.60; STRING-adjacent (score 0.83); same Leiden cluster (cl7, 8 approved targets) to approved target POLD1 | → HYPOTHESIS: same class as POLD1 (Enzyme; Transferase; drug: CLOFARABINE; CYTARABINE; FLUDARABINE PHO) | ⚠ K562-essential (DepMap geneEffect -1.46 < -1.0): likely toxic to inhibit in this line | immune/disease: prostate carcinoma(0.307); poisoning(0.244); neurodegenerati | ACT E[N]=4.66 (|Δ|=0.38 vs anchor; ACT axis redundant to response+effect_size)"
18,SEH1L,MTOR,Enzyme; Kinase,Autophagy,Serine/threonine-protein kinase mTOR inhibitor,PERHEXILINE; RIDAFOROLIMUS,specific,,MTOR,approved_target,0.5122,0.5122,True,0.503,0.696,NCBP2,True,1,6,15,5.049,0.5002,3.5699,318,6.0,6.0,0,4.71,0.339,True,Tbio,,Cell Cycle,NOT_FOUND,PROTAC_degrader,NPRL2(0.999); NUP155(0.999); NUP205(0.999); MIOS(0.999); NUP133(0.999),Component of the Nup107-160 subcomplex of the nuclear pore complex (NPC).,True,-0.2628,False,False,False,0.2592,0.629,tolerant,True,NOT_FOUND,0,True,False,False,rpe1-essential(DepMap -1.1),multiple sclerosis(0.29); Graves disease(0.27),common_essential; mean_geneEffect=-1.167,True,0.5204,0.5035,0.5873,1.0,1.0,0.7111,0.7111,"Undrugged (Pharos Tbio); response cosine 0.51; STRING-adjacent (score 0.50); same Leiden cluster (cl1, 6 approved targets) to approved target MTOR | → HYPOTHESIS: same class as MTOR (Enzyme; Kinase; drug: PERHEXILINE; RIDAFOROLIMUS) | K562 DepMap geneEffect -0.26 (not strongly essential) | immune/disease: multiple sclerosis(0.29); Graves disease(0.27) | ACT E[N]=5.05 (|Δ|=0.34 vs anchor; ACT axis redundant to response+effect_size)"
19,AATF,RPS12,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS12,approved_target,0.9252,0.9252,True,0.962,0.992,RPS13,True,5,12,12,5.679,0.1443,3.8304,267,6.75,7.5,0,2.086,3.593,False,Tbio,,,NOT_FOUND,NOT_FOUND,NAT10(0.999); NGDN(0.999); NOL10(0.999); BYSL(0.998); DCAF13(0.998),"The protein encoded by this gene was identified on the basis of its interaction with MAP3K12/DLK, a protein kinase known to be involved in the induction of cell apoptosis. This gene product contains a leucine zipper, which is a characteristic motif of transcription factors, and was shown to exhibit strong transactivation activity when fused to Gal4 DNA binding domain. Overexpression of this gene interfered with MAP3K12 induced apoptosis. [provided by RefSeq, Jul 2008].",True,,False,False,False,0.0,1.033,tolerant,True,NOT_FOUND,0,True,False,False,no strong safety flag,NOT_FOUND,see per-line columns,True,0.9605,0.963,0.9672,1.0,0.0,0.927,0.7045,"Undrugged (Pharos Tbio); response cosine 0.93; STRING-adjacent (score 0.96); same Leiden cluster (cl5, 12 approved targets) to approved target RPS12 | → HYPOTHESIS: same class as RPS12 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | ACT E[N]=5.68 (|Δ|=3.59 vs anchor; ACT axis redundant to response+effect_size)"
20,FCF1,RPS12,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS12,approved_target,0.9251,0.9251,True,0.923,0.994,RPS6,True,5,12,12,4.636,0.1039,4.1081,312,3.0,3.0,0,2.086,2.55,False,Tdark,,Metabolism of RNA,NOT_FOUND,PROTAC_degrader; small_molecule,DNTTIP2(0.999); EMG1(0.999); KRR1(0.999); UTP11(0.999); UTP3(0.999),"Enables RNA binding activity. Predicted to be involved in rRNA processing. Predicted to act upstream of or within endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) and endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA). Predicted to be located in nucleoplasm. Predicted to be part of small-subunit processome. Predicted to be active in nucleolus. [provided by Alliance of Genome Resources, Apr 2022]",True,-0.7891,False,True,False,0.0166,1.016,tolerant,True,NOT_FOUND,0,True,False,False,rpe1-essential(DepMap -1.5),Alzheimer disease(0.47); Parkinson disease(0.463); multiple sclerosis(0.462); neurodegenerative disease(0.462); lysosomal storage disease(0.462),see per-line columns,True,0.9604,0.9239,0.9554,1.0,0.0,0.9188,0.6983,"Undrugged (Pharos Tdark); response cosine 0.93; STRING-adjacent (score 0.92); same Leiden cluster (cl5, 12 approved targets) to approved target RPS12 | → HYPOTHESIS: same class as RPS12 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | K562 DepMap geneEffect -0.79 (not strongly essential) | immune/disease: Alzheimer disease(0.47); Parkinson disease(0.463); multiple  | ACT E[N]=4.64 (|Δ|=2.55 vs anchor; ACT axis redundant to response+effect_size)"
21,WDR3,RPS12,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS12,approved_target,0.8941,0.8941,True,0.919,0.992,RPS23,True,5,12,12,4.56,0.1222,3.7463,240,5.0,5.0,0,2.086,2.474,False,Tbio,Epigenetic regulator; Reader,Metabolism of RNA,Epigenetic regulator; Reader; Methyl-lysine/arginine binding protein; WDR domain,PROTAC_degrader; small_molecule,BYSL(0.999); KRR1(0.999); MPHOSPH10(0.999); NOP58(0.999); PWP2(0.999),"This gene encodes a nuclear protein containing 10 WD repeats. WD repeats are approximately 30- to 40-amino acid domains containing several conserved residues, which usually include a trp-asp at the C-terminal end. Proteins belonging to the WD repeat family are involved in a variety of cellular processes, including cell cycle progression, signal transduction, apoptosis, and gene regulation. [provided by RefSeq, Jul 2008].",True,-0.9158,False,True,False,0.0,0.779,tolerant,True,NOT_FOUND,0,True,False,False,rpe1-essential(DepMap -1.2),presbycusis(0.313); respiratory tract infectious disorder(0.162); neurodegenerative disease(0.143); preeclampsia(0.134); familial pancreatic carcinoma(0.088),see per-line columns,True,0.9275,0.9199,0.9361,1.0,0.0,0.9053,0.688,"Undrugged (Pharos Tbio); response cosine 0.89; STRING-adjacent (score 0.92); same Leiden cluster (cl5, 12 approved targets) to approved target RPS12 | → HYPOTHESIS: same class as RPS12 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | K562 DepMap geneEffect -0.92 (not strongly essential) | immune/disease: presbycusis(0.313); respiratory tract infectious disorder(0. | ACT E[N]=4.56 (|Δ|=2.47 vs anchor; ACT axis redundant to response+effect_size)"
22,WDR36,RPS12,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS12,approved_target,0.8804,0.8804,True,0.936,0.992,RPS23,True,5,12,12,5.206,0.134,3.708,253,4.5,5.0,0,2.086,3.12,False,Tbio,Epigenetic regulator; Reader,Metabolism of RNA,Epigenetic regulator; Reader; Methyl-lysine/arginine binding protein; WDR domain,NOT_FOUND,BYSL(0.999); IMP4(0.999); KRR1(0.999); MPHOSPH10(0.999); NAT10(0.999),"This gene encodes a member of the WD repeat protein family. WD repeats are minimally conserved regions of approximately 40 amino acids typically bracketed by gly-his and trp-asp (GH-WD), which may facilitate formation of heterotrimeric or multiprotein complexes. Members of this family are involved in a variety of cellular processes, including cell cycle progression, signal transduction, apoptosis, and gene regulation. Mutations in this gene have been associated with adult-onset primary open-angle glaucoma (POAG). [provided by RefSeq, Jul 2008].",True,,False,False,False,0.0,0.706,tolerant,True,NOT_FOUND,0,True,False,False,no strong safety flag,open-angle glaucoma(0.705); asthma(0.503); eosinophilic esophagitis(0.414); Wheezing(0.413); nasal cavity polyp(0.405),see per-line columns,True,0.9128,0.9369,0.9331,1.0,0.0,0.9032,0.6864,"Undrugged (Pharos Tbio); response cosine 0.88; STRING-adjacent (score 0.94); same Leiden cluster (cl5, 12 approved targets) to approved target RPS12 | → HYPOTHESIS: same class as RPS12 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | immune/disease: open-angle glaucoma(0.705); asthma(0.503); eosinophilic esop | ACT E[N]=5.21 (|Δ|=3.12 vs anchor; ACT axis redundant to response+effect_size)"
23,TINF2,POLD1,Enzyme; Transferase,DNA Repair,DNA polymerase (alpha/delta/epsilon) inhibitor; Ribonucleoside-diphosphate reductase RR1 inhibitor,CLOFARABINE; CYTARABINE; FLUDARABINE PHOSPHATE; GEMCITABINE; GEMCITABINE HYDROCHLORIDE,specific,,POLD1,approved_target,0.4259,0.4259,True,0.535,0.589,POLD3,True,7,8,13,4.539,0.1408,2.1798,101,6.0,7.0,0,5.041,0.502,True,Tbio,,,NOT_FOUND,NOT_FOUND,ACD(0.999); POT1(0.999); TERF1(0.999); TERF2(0.999); TERF2IP(0.999),"This gene encodes one of the proteins of the shelterin, or telosome, complex which protects telomeres by allowing the cell to distinguish between telomeres and regions of DNA damage. The protein encoded by this gene is a critical part of shelterin; it interacts with the three DNA-binding proteins of the shelterin complex, and it is important for assembly of the complex. Mutations in this gene cause dyskeratosis congenita (DKC), an inherited bone marrow failure syndrome. [provided by RefSeq, Mar 2010].",True,,False,False,False,0.0011,0.688,tolerant,True,NOT_FOUND,0,True,False,False,no strong safety flag,NOT_FOUND,see per-line columns,True,0.4284,0.5355,0.5463,1.0,1.0,0.6824,0.6824,"Undrugged (Pharos Tbio); response cosine 0.43; STRING-adjacent (score 0.54); same Leiden cluster (cl7, 8 approved targets) to approved target POLD1 | → HYPOTHESIS: same class as POLD1 (Enzyme; Transferase; drug: CLOFARABINE; CYTARABINE; FLUDARABINE PHO) | ACT E[N]=4.54 (|Δ|=0.50 vs anchor; ACT axis redundant to response+effect_size)"
24,RCL1,RPS12,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS12,approved_target,0.8534,0.8534,True,0.935,0.993,RPS23,True,5,12,12,5.335,0.1568,3.9868,317,5.0,5.75,1,2.086,3.249,False,Tbio,,Metabolism of RNA,NOT_FOUND,PROTAC_degrader; small_molecule,BMS1(0.999); BYSL(0.999); IMP4(0.999); UTP18(0.999); UTP4(0.999),"Predicted to enable endoribonuclease activity. Predicted to be involved in endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA). Predicted to act upstream of or within endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) and endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA). Predicted to be located in nucleoplasm. Predicted to be active in nucleolus. [provided by Alliance of Genome Resources, Apr 2022]",True,-0.8565,False,True,False,0.0147,0.828,tolerant,True,NOT_FOUND,0,True,False,False,rpe1-essential(DepMap -1.1),Thrombocytopenia(0.393); psychotic disorder(0.334); thrombocytopenia 4(0.256); hemorrhagic disease(0.256); renal osteodystrophy(0.171),see per-line columns,True,0.884,0.9359,0.917,1.0,0.0,0.8919,0.6778,"Undrugged (Pharos Tbio); response cosine 0.85; STRING-adjacent (score 0.94); same Leiden cluster (cl5, 12 approved targets) to approved target RPS12 | → HYPOTHESIS: same class as RPS12 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | K562 DepMap geneEffect -0.86 (not strongly essential) | immune/disease: Thrombocytopenia(0.393); psychotic disorder(0.334); thromboc | ACT E[N]=5.33 (|Δ|=3.25 vs anchor; ACT axis redundant to response+effect_size)"
25,DIMT1,RPS12,Other cytosolic protein,Metabolism of proteins,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,ATALUREN,complex_level,"ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically",RPS12,approved_target,0.8382,0.8382,True,0.945,0.953,RPS13,True,5,12,12,4.568,0.1427,4.0911,330,3.0,3.0,0,2.086,2.482,False,Tbio,Enzyme; Transferase,Metabolism of RNA,Enzyme; Transferase,PROTAC_degrader; small_molecule,BYSL(0.999); TSR1(0.999); PWP2(0.990); LTV1(0.989); NOC4L(0.989),"The protein encoded by this gene is a methyltransferase that is responsible for dimethylation of adjacent adenosines near the 18S rRNA decoding site. The encoded protein is essential for ribosome biogenesis, although its catalytic activity is not involved in the process. The yeast ortholog of this protein functions in the cytoplasm while this protein functions in the nucleus. [provided by RefSeq, Jan 2017].",True,-0.8421,False,True,False,0.0,1.113,tolerant,True,NOT_FOUND,0,True,False,False,rpe1-essential(DepMap -1.1),neurodegenerative disease(0.461); Alzheimer disease(0.46); Parkinson disease(0.451); multiple sclerosis(0.451); lysosomal storage disease(0.451),see per-line columns,True,0.8679,0.9459,0.9111,1.0,0.0,0.8878,0.6747,"Undrugged (Pharos Tbio); response cosine 0.84; STRING-adjacent (score 0.94); same Leiden cluster (cl5, 12 approved targets) to approved target RPS12 | → HYPOTHESIS: same class as RPS12 (Other cytosolic protein; drug: ATALUREN) | CAVEAT: complex_level anchor — ribosomal-protein anchor; ataluren annotated vs 80S ribosome complex, not this protein specifically | K562 DepMap geneEffect -0.84 (not strongly essential) | immune/disease: neurodegenerative disease(0.461); Alzheimer disease(0.46); P | ACT E[N]=4.57 (|Δ|=2.48 vs anchor; ACT axis redundant to response+effect_size)"
26,COX17,NDUFB8,Enzyme; Oxidoreductase,Metabolism,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,METFORMIN; METFORMIN HYDROCHLORIDE,specific,,NDUFB8,approved_target,0.387,0.387,True,0.539,0.619,NDUFA8,True,0,11,12,5.151,0.1233,1.8901,59,5.25,5.5,1,5.121,0.03,True,Tbio,,Metabolism,NOT_FOUND,PROTAC_degrader,CHCHD4(0.998); SCO1(0.994); COX19(0.984); SCO2(0.98); ATOX1(0.954),"Copper metallochaperone involved in the assembly of cytochrome c oxidase (respiratory chain complex IV, CIV) .",True,-0.6374,False,True,False,0.4193,1.328,tolerant,True,NOT_FOUND,0,True,False,False,no strong safety flag,NOT_FOUND,common_essential; mean_geneEffect=-0.85,True,0.3869,0.5395,0.5247,1.0,1.0,0.6673,0.6673,"Undrugged (Pharos Tbio); response cosine 0.39; STRING-adjacent (score 0.54); same Leiden cluster (cl0, 11 approved targets) to approved target NDUFB8 | → HYPOTHESIS: same class as NDUFB8 (Enzyme; Oxidoreductase; drug: METFORMIN; METFORMIN HYDROCHLORIDE) | K562 DepMap geneEffect -0.64 (not strongly essential) | ACT E[N]=5.15 (|Δ|=0.03 vs anchor; ACT axis redundant to response+effect_size)"
