rank,candidate,composite_score,nearest_approved_anchor,anchor_specificity,anchor_target_class,anchor_moa,anchor_pathway,anchor_EN,response_cosine,string_weight,string_adjacent,shared_cluster,proximity_score,nearest_anchor_inclClinical,nearest_anchor_inclClinical_cos,cand_EN,cand_halt_confidence,cand_effect_size,cand_n_de,cand_argmin_depth,cand_is_val,delta_EN_to_anchor,act_consistent_with_anchor,cand_pharos_tdl,cand_target_class,cand_protein_family,cand_pathway_family,cand_function,cand_tractability_modality,cand_ot_tractability_sm,cand_immune_disease_assoc,depmap_geneEffect_k562,depmap_geneEffect_rpe1,depmap_geneEffect_THP1,depmap_essential_k562,depmap_essential_rpe1,lof_constraint_flag,gnomad_pli,gnomad_loeuf,n_safety_events,fda_boxed_warning,ot_safety_liabilities,safety_flag_v2,user_annotation_present,strongly_essential_thisline,lof_tolerant,low_liability,safety_pass,rationale,cluster
18,DDX52,0.9691,RPS14,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.035,0.7739,0.841,True,True,1.3444,RPS14,0.7739,7.072,0.8529,3.7857,285,7.0,0,0.037,True,Tbio,,P-loop containing nucleoside triphosphate hydrolase,,Required for efficient ribosome biogenesis .,,Structure with Ligand,,,,,False,False,tolerant,0.0,0.889,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.77 to nearest approved anchor RPS14 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #5. HYPOTHESIS: same class as RPS14 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect nan, LoF-tolerant, no OT liability/boxed warning. E[N]=7.072 (|Δ|anchor 0.037; E[N] non-discriminative for class — see stats).",5
19,RPL7L1,0.9689,RPL8,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.862,0.7736,0.985,True,True,1.4161,RPL8,0.7736,7.956,0.9188,5.0842,522,8.0,1,0.094,True,Tdark,,"Large ribosomal subunit protein uL30; Large ribosomal subunit protein uL30, eukaryota",,"Enables RNA binding activity. Predicted to be involved in maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA). Predicted to act upstream of or within blastocyst formation. Predicted to be located in nucleolus. Predicted to be part of cytosolic large ribosomal sub",PROTAC_degrader; small_molecule,Structure with Ligand,,,,,False,False,tolerant,0.0109,1.074,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tdark). Response-cosine 0.77 to nearest approved anchor RPL8 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #6. HYPOTHESIS: same class as RPL8 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect nan, LoF-tolerant, no OT liability/boxed warning. E[N]=7.956 (|Δ|anchor 0.094; E[N] non-discriminative for class — see stats).",6
20,NLE1,0.9618,RPL5,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.753,0.7647,0.903,True,True,1.3662,RPL5,0.7647,7.947,0.9186,4.3302,358,8.0,1,0.194,True,Tbio,,,,"Predicted to be involved in Notch signaling pathway and ribosomal large subunit assembly. Predicted to act upstream of or within several processes, including chordate embryonic development; hematopoietic stem cell homeostasis; and regulation of signal transduction. Located in nucleolus and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]",PROTAC_degrader; small_molecule,Structure with Ligand,neurodegenerative disease(0.505); lysosomal storage disease(0.198); neoplasm(0.094); non-small cell lung carcinoma(0.074); hepatocellular carcinoma(0.074),-0.9958,-1.218,-1.1755,False,True,tolerant,0.0,0.774,0,False,,rpe1-essential(DepMap -1.2),True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.76 to nearest approved anchor RPL5 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #6. HYPOTHESIS: same class as RPL5 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.9958, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: neurodegenerative disease(0.505); lysosomal storage disease(0.198); ne. E[N]=7.947 (|Δ|anchor 0.194; E[N] non-discriminative for class — see stats).",6
21,MIOS,0.9595,MTOR,specific,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily,Serine/threonine-protein kinase mTOR inhibitor,Autophagy,6.366,0.5895,0.604,True,True,1.0415,MTOR,0.5895,6.739,0.4836,3.5689,301,7.75,0,0.373,True,Tdark,,MIOS/Sea4,Cellular responses to stimuli,"As a component of the GATOR2 complex, functions as an activator of the amino acid-sensing branch of the mTORC1 signaling pathway .",PROTAC_degrader,,mixed connective tissue disease(0.258),0.1213,-0.2623,-0.7259,False,False,tolerant,0.0,0.631,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tdark). Response-cosine 0.59 to nearest approved anchor MTOR [specific drug target], class Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family; Atypical protein kinase FRAP subfamily. STRING-adjacent+same cluster #0. HYPOTHESIS: same class as MTOR (Serine/threonine-protein kinase mTOR inhibitor) — candidate target, unverified. Safety OK: K562 geneEffect 0.1213, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: mixed connective tissue disease(0.258). E[N]=6.739 (|Δ|anchor 0.373; E[N] non-discriminative for class — see stats).",0
22,RIOK2,0.9577,RPS13,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,6.934,0.7596,0.993,True,True,1.4061,RPS13,0.7596,7.126,0.8014,5.0967,523,7.0,1,0.192,True,Tbio,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase RIO family; Atypical protein kinase RIO2 subfamily,,Metabolism of RNA,"Predicted to enable protein kinase activity. Involved in several processes, including positive regulation of rRNA processing; positive regulation of ribosomal small subunit export from nucleus; and regulation of mitotic metaphase/anaphase transition. Located in cytoplasm. Part of preribosome, small subunit precursor. [provided by Alliance of Genome Resources, Apr 2022]",PROTAC_degrader; antibody; small_molecule,Structure with Ligand; High-Quality Ligand; Druggable Family,neurodegenerative disease(0.54); lysosomal storage disease(0.524); multiple sclerosis(0.524); Alzheimer disease(0.524); Parkinson disease(0.524),-0.9155,-0.8502,-1.1378,False,False,tolerant,0.0,1.009,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.76 to nearest approved anchor RPS13 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #5. HYPOTHESIS: same class as RPS13 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.9155, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: neurodegenerative disease(0.54); lysosomal storage disease(0.524); mul. E[N]=7.126 (|Δ|anchor 0.192; E[N] non-discriminative for class — see stats).",5
23,NOL11,0.9512,RPS14,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.035,0.814,0.962,True,True,1.445,RPS14,0.814,7.156,0.7815,5.1147,472,7.0,1,0.121,True,Tbio,,Nucleolar protein 11,Metabolism of RNA,"Enables RNA binding activity. Involved in maturation of SSU-rRNA and positive regulation of transcription of nucleolar large rRNA by RNA polymerase I. Located in nucleolus. Part of t-UTP complex. [provided by Alliance of Genome Resources, Apr 2022]",PROTAC_degrader,,atrial fibrillation(0.066); diabetes mellitus(0.066); type 2 diabetes mellitus(0.063); cancer(0.011); hereditary North American Indian childhood cirrhosis(0.009),-0.8246,-0.5547,-0.7479,False,False,tolerant,0.002,0.803,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.81 to nearest approved anchor RPS14 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #5. HYPOTHESIS: same class as RPS14 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.8246, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: atrial fibrillation(0.066); diabetes mellitus(0.066); type 2 diabetes . E[N]=7.156 (|Δ|anchor 0.121; E[N] non-discriminative for class — see stats).",5
24,LSG1,0.9448,RPL26,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.803,0.806,0.896,True,True,1.404,RPL26,0.806,7.947,0.9286,3.7357,330,8.0,0,0.144,True,Tbio,Enzyme; Hydrolase,Ras GTPase GNL1-like,,"This gene encodes a protein related to the yeast large subunit GTPase 1. The encoded protein is necessary for cell viability and may localize in the endoplasmic reticulum, nucleus and cytoplasm.[provided by RefSeq, Feb 2009].",PROTAC_degrader,,neurodegenerative disease(0.503); arthropathy(0.195); placenta praevia(0.058); urethral syndrome(0.058); nonpapillary renal cell carcinoma(0.053),-0.76,-0.9999,-0.9179,False,False,tolerant,0.0,0.843,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.81 to nearest approved anchor RPL26 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #6. HYPOTHESIS: same class as RPL26 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.76, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: neurodegenerative disease(0.503); arthropathy(0.195); placenta praevia. E[N]=7.947 (|Δ|anchor 0.144; E[N] non-discriminative for class — see stats).",6
25,UTP23,0.9401,RPS7,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,7.041,0.8001,0.572,True,True,1.2361,RPS7,0.8001,7.135,0.7774,3.9418,325,7.0,0,0.094,True,Tbio,,Fcf1/UTP23,,Involved in rRNA-processing and ribosome biogenesis.,PROTAC_degrader,,,-0.9245,-0.8265,-1.0427,False,False,tolerant,0.0113,0.884,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.80 to nearest approved anchor RPS7 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #5. HYPOTHESIS: same class as RPS7 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.9245, LoF-tolerant, no OT liability/boxed warning. E[N]=7.135 (|Δ|anchor 0.094; E[N] non-discriminative for class — see stats).",5
26,UTP18,0.9391,RPS13,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,6.934,0.7364,0.986,True,True,1.3794,RPS13,0.7364,7.047,0.5038,5.2316,475,6.75,1,0.113,True,Tbio,Unclassified protein,U3 small nucleolar RNA-associated protein 18,Metabolism of RNA,"Enables RNA binding activity. Predicted to be involved in rRNA processing. Located in nuclear membrane; nucleolus; and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]",PROTAC_degrader; small_molecule,Structure with Ligand,ovarian neoplasm(0.253); smoking initiation(0.217); Dermatochalasis(0.211); ovarian dysfunction(0.183); eye disorder(0.183),-0.947,-1.3931,-1.0728,False,True,tolerant,0.0,0.838,0,False,,rpe1-essential(DepMap -1.4),True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.74 to nearest approved anchor RPS13 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #5. HYPOTHESIS: same class as RPS13 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.947, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: ovarian neoplasm(0.253); smoking initiation(0.217); Dermatochalasis(0.. E[N]=7.047 (|Δ|anchor 0.113; E[N] non-discriminative for class — see stats).",5
27,UTP11,0.9387,RPS13,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,6.934,0.7359,0.986,True,True,1.3789,RPS13,0.7359,7.035,0.9067,5.7774,671,7.0,0,0.101,True,Tbio,Unclassified protein,"Small-subunit processome, Utp11",Metabolism of RNA,"Enables RNA binding activity. Involved in nervous system development and positive regulation of apoptotic process. Located in cytoplasm; extracellular space; and nucleolus. [provided by Alliance of Genome Resources, Apr 2022]",PROTAC_degrader; small_molecule,Structure with Ligand,coronary artery disorder(0.083); cancer(0.076); hepatocellular carcinoma(0.075); androgenetic alopecia(0.063); neoplasm(0.061),-0.7163,-0.8718,-0.9193,False,False,tolerant,0.0,1.071,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.74 to nearest approved anchor RPS13 [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #5. HYPOTHESIS: same class as RPS13 (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.7163, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: coronary artery disorder(0.083); cancer(0.076); hepatocellular carcino. E[N]=7.035 (|Δ|anchor 0.101; E[N] non-discriminative for class — see stats).",5
28,POLR1D,0.9266,RPS3A,complex_level,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,Metabolism of proteins,6.978,0.7207,0.467,True,True,1.1042,RPS3A,0.7207,6.934,0.5519,5.0917,509,7.0,0,0.044,True,Tbio,,"Protein POLR1D, isoform 2-like",Gene expression (Transcription),"The protein encoded by this gene is a component of the RNA polymerase I and RNA polymerase III complexes, which function in the synthesis of ribosomal RNA precursors and small RNAs, respectively. Mutations in this gene are a cause of Treacher Collins syndrome (TCS), a craniofacial development disorder. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2011].",PROTAC_degrader; small_molecule,Structure with Ligand,Treacher Collins syndrome 2(0.749); Treacher-Collins syndrome(0.742); hereditary disease(0.188); neurodegenerative disease(0.147); Hearing impairment(0.118),-0.1903,-0.2901,-0.2542,False,False,tolerant,0.0035,1.63,0,False,,no strong safety flag,True,False,True,True,True,"Undrugged (TDL=Tbio). Response-cosine 0.72 to nearest approved anchor RPS3A [complex-level anchor (drug hits whole machine, not this gene)], class Other cytosolic protein. STRING-adjacent+same cluster #5. HYPOTHESIS: same class as RPS3A (80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent) — candidate target, unverified. Safety OK: K562 geneEffect -0.1903, LoF-tolerant, no OT liability/boxed warning. Immune/disease assoc: Treacher Collins syndrome 2(0.749); Treacher-Collins syndrome(0.742); . E[N]=6.934 (|Δ|anchor 0.044; E[N] non-discriminative for class — see stats).",5
