rank,candidate,nearest_anchor,anchor_status,anchor_target_class,anchor_moa,anchor_drugs,response_cosine,string_adjacent,string_score_to_anchor,shared_cluster,cluster,n_anchors_string_adjacent,n_anchors_shared_cluster,fused_proximity,cand_EN,anchor_EN,delta_EN,abs_delta_EN,cand_halt_conf,cand_effect_size,cand_n_de,cand_argmin_depth,cand_oracle_rstar,min_geneEffect,depmap_geneEffect_k562,depmap_essential_k562,depmap_geneEffect_rpe1,depmap_essential_rpe1,user_depmap_essentiality,likely_toxic_to_inhibit,gnomad_pli,gnomad_loeuf,lof_constraint_flag,ot_safety_liabilities,n_safety_events,fda_boxed_warning_flag,safety_flag_v2,passes_safety_filter,user_immune_disease_assoc,user_pharos_tdl,user_tractability_modality,user_annotation_present,user_function,target_class,user_protein_class_family,user_pathway_family,proximity_component,safety_penalty,act_consistency_bonus,composite_score,rationale,act_note
22,UTP23,RPS7,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.8739,True,0.572,False,4,3,7,1.1599,7.237,7.983,-0.746,0.746,0.5386,4.7065,370,8.0,8.0,-0.924,-0.9245,False,-0.8265,False,common_essential; mean_geneEffect=-0.819,False,0.0113,0.884,tolerant,NOT_FOUND,0,False,no strong safety flag,True,NOT_FOUND,Tbio,PROTAC_degrader,True,Involved in rRNA-processing and ribosome biogenesis.,NOT_FOUND,Fcf1/UTP23,NOT_FOUND,1.1455,0.0,0.0416,1.1871,Undrugged; transcriptionally similar (cos=0.87); STRING-adjacent (score=0.57) to approved/clinical target RPS7 [Other cytosolic protein] → hypothesis: same target class as RPS7. Not strongly essential in-line (min geneEffect=-0.92).,E[N]=7.24 vs anchor 7.98 (|Δ|=0.75); halt_conf=0.54. ACT axis redundant for target-class call in this line.
23,MRPL51,NDUFAB1,approved_target,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,NOT_FETCHED,0.6524,True,0.971,True,5,5,8,1.2379,5.895,6.689,-0.794,0.794,0.4236,4.0813,356,7.0,5.75,-0.647,-0.6467,False,-0.0907,False,not_common_essential; mean_geneEffect=-0.373,False,0.2985,0.777,tolerant,NOT_FOUND,0,False,no strong safety flag,True,focal segmental glomerulosclerosis(0.059),Tdark,PROTAC_degrader; small_molecule,True,Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryot,NOT_FOUND,Large ribosomal subunit protein mL51,Metabolism of proteins,1.1437,0.0,0.041,1.1847,Undrugged; transcriptionally similar (cos=0.65); STRING-adjacent (score=0.97); same cluster 5 to approved/clinical target NDUFAB1 [Enzyme; Oxidoreductase] → hypothesis: same target class as NDUFAB1. Not strongly essential in-line (min geneEffect=-0.65).,E[N]=5.89 vs anchor 6.69 (|Δ|=0.79); halt_conf=0.42. ACT axis redundant for target-class call in this line.
24,ATRIP,ATR,clinical_target,Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family,Serine-protein kinase ATR inhibitor,NOT_FETCHED,0.7269,True,0.999,True,3,5,8,1.3264,6.095,6.738,-0.643,0.643,0.2632,3.8538,323,8.0,8.0,-0.708,-0.6196,False,-0.7077,False,see per-line columns,False,0.0,0.707,tolerant,NOT_FOUND,0,False,no strong safety flag,True,Aicardi-Goutieres syndrome 1(0.573); retinal vasculopathy with cerebral leukoencephalopathy and systemic manifestations(0.567); chilblain lupus 1(0.566); systemic lupus erythematosus(0.527); Seckel syndrome(0.459),Tbio,PROTAC_degrader; small_molecule,True,"This gene encodes an essential component of the DNA damage checkpoint. The encoded protein binds to single-stranded DNA coated with replication protein A. The protein also interacts with the ataxia telangiectasia and Rad3 related protein kinase, resulting in its accumulation at intranuclear foci induced by DNA damage. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Aug 2012].",NOT_FOUND,ATR-interacting protein,DNA Repair; Gene expression (Transcription); Disease; Cell Cycle,1.1266,0.0,0.0427,1.1693,Undrugged; transcriptionally similar (cos=0.73); STRING-adjacent (score=1.00); same cluster 3 to approved/clinical target ATR [Enzyme; Kinase; Protein Kinase; Atypical protein kinase group; Atypical protein kinase PIKK family] → hypothesis: same target class as ATR. Not strongly essential in-line (min geneEffect=-0.71).,E[N]=6.09 vs anchor 6.74 (|Δ|=0.64); halt_conf=0.26. ACT axis redundant for target-class call in this line.
25,CENPJ,RPL26,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.918,False,0.0,True,3,3,8,1.018,7.959,7.991,-0.032,0.032,0.9385,5.9129,522,8.0,8.0,,,False,,False,,False,0.0,0.942,tolerant,NOT_FOUND,0,False,no strong safety flag,True,,,,False,,NOT_FOUND,,,1.118,0.0,0.0496,1.1676,Undrugged; transcriptionally similar (cos=0.92); same cluster 3 to approved/clinical target RPL26 [Other cytosolic protein] → hypothesis: same target class as RPL26. Per-line essentiality unknown.,E[N]=7.96 vs anchor 7.99 (|Δ|=0.03); halt_conf=0.94. ACT axis redundant for target-class call in this line.
26,MPHOSPH6,RPL26,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.792,True,0.416,True,3,24,8,1.1,7.661,7.991,-0.33,0.33,0.7907,3.3717,235,8.0,8.0,-0.315,-0.0475,False,-0.3153,False,not_common_essential; mean_geneEffect=-0.23,False,0.0,1.6,tolerant,NOT_FOUND,0,False,no strong safety flag,True,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,True,RNA-binding protein that associates with the RNA exosome complex.,Unclassified protein,M-phase phosphoprotein 6,Metabolism of RNA,1.1168,0.0,0.0463,1.1631,Undrugged; transcriptionally similar (cos=0.79); STRING-adjacent (score=0.42); same cluster 3 to approved/clinical target RPL26 [Other cytosolic protein] → hypothesis: same target class as RPL26. Not strongly essential in-line (min geneEffect=-0.32).,E[N]=7.66 vs anchor 7.99 (|Δ|=0.33); halt_conf=0.79. ACT axis redundant for target-class call in this line.
27,NHP2,RPS21,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,APPROVED: ATALUREN | CANDIDATES: CITATUZUMAB BOGATOX[P1]; ELX-02[P2]; MT-3724[P2]; ZOLIMOMAB ARITOX[P2],0.676,True,0.794,True,4,35,7,1.173,7.599,7.796,-0.197,0.197,0.6971,4.2301,397,8.0,8.0,-0.845,-0.7507,False,-0.8446,False,see per-line columns,False,0.002,1.123,tolerant,NOT_FOUND,0,False,no strong safety flag,True,dyskeratosis congenita(0.752); Hoyeraal-Hreidarsson syndrome(0.464); acute myeloid leukemia with minimal differentiation(0.462); benign chondrogenic neoplasm(0.295); Alzheimer disease(0.195),Tbio,PROTAC_degrader,True,"This gene is a member of the H/ACA snoRNPs (small nucleolar ribonucleoproteins) gene family. snoRNPs are involved in various aspects of rRNA processing and modification and have been classified into two families: C/D and H/ACA. The H/ACA snoRNPs also include the DKC1, NOLA1 and NOLA3 proteins. These four H/ACA snoRNP proteins localize to the dense fibrillar components of nucleoli and to coiled (Cajal) bodies in the nucleus. Both 18S rRNA production and rRNA pseudouridylation are impaired if any one of the four proteins is depleted. The four H/ACA snoRNP proteins are also components of the telomerase complex. This gene encodes a protein related to Saccharomyces cerevisiae Nhp2p. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2008].",Unclassified protein,"H/ACA ribonucleoprotein complex, subunit Nhp2-like; Ribosomal protein eL8/Nhp2 family; Large ribosomal subunit protein eL8/uL1-like",Cell Cycle; Metabolism of RNA,1.1142,0.0,0.0478,1.162,Undrugged; transcriptionally similar (cos=0.68); STRING-adjacent (score=0.79); same cluster 4 to approved/clinical target RPS21 [Other cytosolic protein] → hypothesis: same target class as RPS21. Not strongly essential in-line (min geneEffect=-0.84).,E[N]=7.60 vs anchor 7.80 (|Δ|=0.20); halt_conf=0.70. ACT axis redundant for target-class call in this line.
28,MRPL54,NDUFAB1,approved_target,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,NOT_FETCHED,0.6286,True,0.947,True,5,9,8,1.2021,6.533,6.689,-0.156,0.156,0.2905,3.7374,331,8.0,8.0,-0.379,-0.379,False,-0.2795,False,common_essential; mean_geneEffect=-0.434,False,0.0007,1.175,tolerant,NOT_FOUND,0,False,no strong safety flag,True,asthma(0.007),Tdark,PROTAC_degrader; small_molecule,True,Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryot,NOT_FOUND,Large ribosomal subunit protein mL54,Metabolism of proteins,1.1127,0.0,0.0482,1.1609,Undrugged; transcriptionally similar (cos=0.63); STRING-adjacent (score=0.95); same cluster 5 to approved/clinical target NDUFAB1 [Enzyme; Oxidoreductase] → hypothesis: same target class as NDUFAB1. Not strongly essential in-line (min geneEffect=-0.38).,E[N]=6.53 vs anchor 6.69 (|Δ|=0.16); halt_conf=0.29. ACT axis redundant for target-class call in this line.
29,NOL12,RPL30,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.7749,True,0.797,False,3,15,8,1.1734,7.497,7.996,-0.499,0.499,0.6992,5.5893,478,8.0,8.0,-0.802,-0.8023,False,-0.7035,False,common_essential; mean_geneEffect=-0.646,False,0.0,1.369,tolerant,NOT_FOUND,0,False,no strong safety flag,True,Burkitt lymphoma(0.004),Tbio,PROTAC_degrader,True,Multifunctional RNA binding protein that plays a role in RNA metabolism and DNA maintenance.,NOT_FOUND,Nucleolar protein 12,Metabolism of RNA,1.114,0.0,0.0444,1.1584,Undrugged; transcriptionally similar (cos=0.77); STRING-adjacent (score=0.80) to approved/clinical target RPL30 [Other cytosolic protein] → hypothesis: same target class as RPL30. Not strongly essential in-line (min geneEffect=-0.80).,E[N]=7.50 vs anchor 8.00 (|Δ|=0.50); halt_conf=0.70. ACT axis redundant for target-class call in this line.
30,MRPL9,NDUFAB1,approved_target,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,NOT_FETCHED,0.5929,True,0.951,True,5,16,8,1.1684,6.391,6.689,-0.298,0.298,0.2515,3.491,319,8.0,8.0,-0.733,-0.7334,False,-0.1301,False,common_essential; mean_geneEffect=-0.471,False,0.0,1.359,tolerant,NOT_FOUND,0,False,no strong safety flag,True,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,True,"This is a nuclear gene encoding a protein component of the 39S subunit of the mitochondrial ribosome. Alternative splicing results in multiple transcript variants. A pseudogene of this gene is found on chromosome 8. [provided by RefSeq, Jul 2014].",Other cytosolic protein,Large ribosomal subunit protein bL9,Metabolism of proteins,1.0782,0.0,0.0466,1.1248,Undrugged; transcriptionally similar (cos=0.59); STRING-adjacent (score=0.95); same cluster 5 to approved/clinical target NDUFAB1 [Enzyme; Oxidoreductase] → hypothesis: same target class as NDUFAB1. Not strongly essential in-line (min geneEffect=-0.73).,E[N]=6.39 vs anchor 6.69 (|Δ|=0.30); halt_conf=0.25. ACT axis redundant for target-class call in this line.
31,URB2,RPL26,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.8728,False,0.0,True,3,0,8,0.9728,7.68,7.991,-0.311,0.311,0.8064,5.7375,495,8.0,8.0,-0.888,-0.8332,False,-0.8884,False,common_essential; mean_geneEffect=-0.814,False,0.0,0.786,tolerant,NOT_FOUND,0,False,no strong safety flag,True,Sacroiliac arthritis(0.072),Tbio,PROTAC_degrader,True,Essential for hematopietic stem cell development through the regulation of p53/TP53 pathway.,Unclassified protein,Ribosome Biogenesis Regulator,NOT_FOUND,1.0728,0.0,0.0465,1.1193,Undrugged; transcriptionally similar (cos=0.87); same cluster 3 to approved/clinical target RPL26 [Other cytosolic protein] → hypothesis: same target class as RPL26. Not strongly essential in-line (min geneEffect=-0.89).,E[N]=7.68 vs anchor 7.99 (|Δ|=0.31); halt_conf=0.81. ACT axis redundant for target-class call in this line.
32,MRPL4,NDUFAB1,approved_target,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,NOT_FETCHED,0.5823,True,0.953,True,5,33,8,1.1588,5.959,6.689,-0.73,0.73,0.2833,4.1049,386,6.0,6.0,-0.935,-0.9354,False,-0.469,False,common_essential; mean_geneEffect=-0.845,False,0.0,1.236,tolerant,NOT_FOUND,0,False,no strong safety flag,True,lymphatic system disorder(0.227),Tbio,PROTAC_degrader; small_molecule,True,Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryot,NOT_FOUND,Large ribosomal subunit protein uL4; Large ribosomal subunit protein uL4-like,Metabolism of proteins,1.0682,0.0,0.0417,1.1099,Undrugged; transcriptionally similar (cos=0.58); STRING-adjacent (score=0.95); same cluster 5 to approved/clinical target NDUFAB1 [Enzyme; Oxidoreductase] → hypothesis: same target class as NDUFAB1. Not strongly essential in-line (min geneEffect=-0.94).,E[N]=5.96 vs anchor 6.69 (|Δ|=0.73); halt_conf=0.28. ACT axis redundant for target-class call in this line.
33,ZCCHC9,RPS4X,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,NOT_FETCHED,0.8558,False,0.0,True,4,0,7,0.9558,7.86,7.981,-0.121,0.121,0.8405,8.3608,704,8.0,8.0,-0.557,-0.4096,False,-0.5566,False,see per-line columns,False,0.0125,0.808,tolerant,NOT_FOUND,0,False,no strong safety flag,True,neurodegenerative disease(0.473); ocular hypotension(0.298); spermatocele(0.293); Complete right bundle branch block(0.277); diabetic ketoacidosis(0.055),Tdark,NOT_FOUND,True,"Enables RNA binding activity. Located in nucleolus and nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]",NOT_FOUND,Zinc finger CCHC domain-containing protein 9,NOT_FOUND,1.0558,0.0,0.0486,1.1044,Undrugged; transcriptionally similar (cos=0.86); same cluster 4 to approved/clinical target RPS4X [Other cytosolic protein] → hypothesis: same target class as RPS4X. Not strongly essential in-line (min geneEffect=-0.56).,E[N]=7.86 vs anchor 7.98 (|Δ|=0.12); halt_conf=0.84. ACT axis redundant for target-class call in this line.
34,C12orf45,RPS21,approved_target,Other cytosolic protein,80S Ribosome inhibitor; 80S Ribosome modulator; B-lymphocyte antigen CD20 binding agent; Epithelial cell adhesion molecule binding agent; T-cell surface glycoprotein CD5 binding agent,APPROVED: ATALUREN | CANDIDATES: CITATUZUMAB BOGATOX[P1]; ELX-02[P2]; MT-3724[P2]; ZOLIMOMAB ARITOX[P2],0.8473,False,0.0,True,4,0,7,0.9473,7.857,7.796,0.061,0.061,0.8551,7.1454,625,8.0,8.0,,,False,,False,,False,0.0002,1.346,tolerant,NOT_FOUND,0,False,no strong safety flag,True,,,,False,,NOT_FOUND,,,1.0473,0.0,0.0493,1.0966,Undrugged; transcriptionally similar (cos=0.85); same cluster 4 to approved/clinical target RPS21 [Other cytosolic protein] → hypothesis: same target class as RPS21. Per-line essentiality unknown.,E[N]=7.86 vs anchor 7.80 (|Δ|=0.06); halt_conf=0.86. ACT axis redundant for target-class call in this line.
35,MRPS10,NDUFAB1,approved_target,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,NOT_FETCHED,0.6862,True,0.506,True,5,35,8,1.0392,6.608,6.689,-0.081,0.081,0.2889,4.1385,399,6.5,6.5,-0.924,-0.9239,False,-0.3072,False,common_essential; mean_geneEffect=-0.576,False,0.0,1.336,tolerant,NOT_FOUND,0,False,no strong safety flag,True,phototoxic dermatitis(0.027); rheumatoid arthritis(0.013); AIDS(0.01),Tdark,PROTAC_degrader; small_molecule,True,Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryot,NOT_FOUND,Small ribosomal subunit protein uS10m,Metabolism of proteins,1.038,0.0,0.0491,1.0871,Undrugged; transcriptionally similar (cos=0.69); STRING-adjacent (score=0.51); same cluster 5 to approved/clinical target NDUFAB1 [Enzyme; Oxidoreductase] → hypothesis: same target class as NDUFAB1. Not strongly essential in-line (min geneEffect=-0.92).,E[N]=6.61 vs anchor 6.69 (|Δ|=0.08); halt_conf=0.29. ACT axis redundant for target-class call in this line.
36,MRPL32,NDUFAB1,approved_target,Enzyme; Oxidoreductase,Mitochondrial complex I (NADH dehydrogenase) inhibitor; Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,NOT_FETCHED,0.5437,True,0.985,True,5,15,8,1.1362,5.785,6.689,-0.904,0.904,0.3863,3.6355,333,6.0,6.0,-0.931,-0.9314,False,-0.2659,False,common_essential; mean_geneEffect=-0.568,False,0.0006,1.035,tolerant,NOT_FOUND,0,False,no strong safety flag,True,non-autoimmune hemolytic anemia(0.048),Tdark,PROTAC_degrader; small_molecule,True,Component of the mitochondrial large ribosomal subunit (mt-LSU) .,NOT_FOUND,Mitochondrial ribosomal protein bL32; Large ribosomal subunit protein bL32,Metabolism of proteins,1.0392,0.0,0.0398,1.079,Undrugged; transcriptionally similar (cos=0.54); STRING-adjacent (score=0.98); same cluster 5 to approved/clinical target NDUFAB1 [Enzyme; Oxidoreductase] → hypothesis: same target class as NDUFAB1. Not strongly essential in-line (min geneEffect=-0.93).,E[N]=5.79 vs anchor 6.69 (|Δ|=0.90); halt_conf=0.39. ACT axis redundant for target-class call in this line.
